1, ocean, alexscaves:abyssal_chasm, MONSTER, alexscaves:deep_one_mage, 10, 1, 1
5732, extreme_hills, terralith:scarlet_mountains, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
5733, extreme_hills, terralith:scarlet_mountains, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
5734, extreme_hills, terralith:scarlet_mountains, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
5735, extreme_hills, terralith:scarlet_mountains, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
5736, extreme_hills, terralith:scarlet_mountains, rascals, friendsandfoes:rascal, 10, 1, 1
5737, none, regions_unexplored:scorching_caves, MONSTER, minecraft:spider, 80, 4, 4
5738, none, regions_unexplored:scorching_caves, MONSTER, minecraft:zombie, 80, 4, 4
5739, none, regions_unexplored:scorching_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
5740, none, regions_unexplored:scorching_caves, MONSTER, minecraft:skeleton, 80, 4, 4
5741, none, regions_unexplored:scorching_caves, MONSTER, minecraft:creeper, 80, 4, 4
5742, none, regions_unexplored:scorching_caves, MONSTER, minecraft:slime, 80, 4, 4
5743, none, regions_unexplored:scorching_caves, MONSTER, minecraft:enderman, 5, 1, 4
5744, none, regions_unexplored:scorching_caves, MONSTER, minecraft:witch, 5, 1, 1
5745, none, regions_unexplored:scorching_caves, MONSTER, alexsmobs:centipede_head, 10, 1, 1
5746, none, regions_unexplored:scorching_caves, MONSTER, alexsmobs:farseer, 30, 1, 1
5747, none, regions_unexplored:scorching_caves, MONSTER, alexsmobs:murmur, 10, 1, 1
5748, none, regions_unexplored:scorching_caves, AMBIENT, minecraft:bat, 10, 8, 8
5749, none, regions_unexplored:scorching_caves, AMBIENT, alexsmobs:fly, 10, 2, 3
5750, none, regions_unexplored:scorching_caves, AMBIENT, alexsmobs:cockroach, 10, 5, 5
5751, none, regions_unexplored:scorching_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5752, none, regions_unexplored:scorching_caves, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
5753, none, regions_unexplored:scorching_caves, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
5754, none, regions_unexplored:scorching_caves, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
5755, none, regions_unexplored:scorching_caves, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
5756, none, regions_unexplored:scorching_caves, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
5757, none, regions_unexplored:scorching_caves, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
5758, none, regions_unexplored:scorching_caves, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
5759, none, regions_unexplored:scorching_caves, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
5760, none, regions_unexplored:scorching_caves, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
5761, none, regions_unexplored:scorching_caves, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
5762, none, nullscape:shadowlands, MONSTER, minecraft:phantom, 10, 1, 1
5763, none, nullscape:shadowlands, MONSTER, minecraft:enderman, 5, 4, 4
5764, none, nullscape:shadowlands, MONSTER, alexsmobs:farseer, 30, 1, 1
5765, none, nullscape:shadowlands, CREATURE, alexsmobs:endergrade, 10, 2, 6
5766, none, nullscape:shadowlands, CREATURE, alexsmobs:spectre, 10, 1, 2
5767, none, nullscape:shadowlands, CREATURE, alexsmobs:enderiophage, 10, 2, 2
5768, none, nullscape:shadowlands, CREATURE, alexsmobs:cosmaw, 10, 1, 2
5769, none, nullscape:shadowlands, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 13
5770, forest, terralith:shield, MONSTER, minecraft:spider, 80, 4, 4
5771, forest, terralith:shield, MONSTER, minecraft:zombie, 80, 4, 4
5772, forest, terralith:shield, MONSTER, minecraft:zombie_villager, 10, 1, 1
5773, forest, terralith:shield, MONSTER, minecraft:skeleton, 80, 4, 4
5774, forest, terralith:shield, MONSTER, minecraft:slime, 80, 4, 4
5775, forest, terralith:shield, MONSTER, minecraft:enderman, 5, 1, 4
5776, forest, terralith:shield, MONSTER, minecraft:witch, 5, 1, 1
5777, forest, terralith:shield, MONSTER, alexsmobs:centipede_head, 10, 1, 1
5778, forest, terralith:shield, MONSTER, alexsmobs:farseer, 30, 1, 1
5779, forest, terralith:shield, MONSTER, alexsmobs:murmur, 10, 1, 1
5780, forest, terralith:shield, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
5781, forest, terralith:shield, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
5782, forest, terralith:shield, CREATURE, minecraft:sheep, 12, 8, 8
5783, forest, terralith:shield, CREATURE, minecraft:pig, 10, 8, 8
5784, forest, terralith:shield, CREATURE, minecraft:chicken, 10, 8, 8
5785, forest, terralith:shield, CREATURE, minecraft:cow, 10, 8, 8
5786, forest, terralith:shield, CREATURE, minecraft:wolf, 10, 4, 4
5787, forest, terralith:shield, CREATURE, minecraft:rabbit, 10, 2, 3
5788, forest, terralith:shield, CREATURE, minecraft:fox, 10, 2, 4
5789, forest, terralith:shield, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
5790, forest, terralith:shield, CREATURE, alexsmobs:raccoon, 10, 2, 4
5791, forest, terralith:shield, CREATURE, alexsmobs:crow, 10, 3, 5
5792, forest, terralith:shield, CREATURE, alexsmobs:banana_slug, 14, 2, 3
5793, forest, terralith:shield, CREATURE, alexsmobs:blue_jay, 16, 2, 4
5794, forest, terralith:shield, AMBIENT, minecraft:bat, 10, 8, 8
5795, forest, terralith:shield, AMBIENT, alexsmobs:fly, 10, 2, 3
5796, forest, terralith:shield, AMBIENT, alexsmobs:cockroach, 10, 5, 5
5797, forest, terralith:shield, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5798, forest, terralith:shield, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
5799, forest, terralith:shield, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
5800, forest, terralith:shield, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
5801, forest, terralith:shield, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
5802, forest, terralith:shield, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
5803, forest, terralith:shield, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
5804, forest, terralith:shield, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
5805, forest, terralith:shield, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
5806, forest, terralith:shield, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
5807, forest, terralith:shield, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
5808, forest, terralith:shield, rascals, friendsandfoes:rascal, 10, 1, 1
5809, none, terralith:shield_clearing, MONSTER, minecraft:spider, 80, 4, 4
5810, none, terralith:shield_clearing, MONSTER, minecraft:zombie, 80, 4, 4
5811, none, terralith:shield_clearing, MONSTER, minecraft:zombie_villager, 10, 1, 1
5812, none, terralith:shield_clearing, MONSTER, minecraft:skeleton, 80, 4, 4
5813, none, terralith:shield_clearing, MONSTER, minecraft:creeper, 80, 4, 4
5814, none, terralith:shield_clearing, MONSTER, minecraft:slime, 80, 4, 4
5815, none, terralith:shield_clearing, MONSTER, minecraft:enderman, 5, 1, 4
5816, none, terralith:shield_clearing, MONSTER, minecraft:witch, 5, 1, 1
5817, none, terralith:shield_clearing, MONSTER, alexsmobs:centipede_head, 10, 1, 1
5818, none, terralith:shield_clearing, MONSTER, alexsmobs:farseer, 30, 1, 1
5819, none, terralith:shield_clearing, MONSTER, alexsmobs:murmur, 10, 1, 1
5820, none, terralith:shield_clearing, CREATURE, minecraft:sheep, 12, 8, 8
5821, none, terralith:shield_clearing, CREATURE, minecraft:pig, 10, 8, 8
5822, none, terralith:shield_clearing, CREATURE, minecraft:chicken, 10, 8, 8
5823, none, terralith:shield_clearing, CREATURE, minecraft:cow, 10, 8, 8
5824, none, terralith:shield_clearing, CREATURE, minecraft:horse, 10, 2, 6
5825, none, terralith:shield_clearing, CREATURE, minecraft:donkey, 10, 1, 3
5826, none, terralith:shield_clearing, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
5827, none, terralith:shield_clearing, CREATURE, alexsmobs:raccoon, 10, 2, 4
5828, none, terralith:shield_clearing, CREATURE, alexsmobs:crow, 10, 3, 5
5829, none, terralith:shield_clearing, CREATURE, alexsmobs:blue_jay, 16, 2, 4
5830, none, terralith:shield_clearing, AMBIENT, minecraft:bat, 10, 8, 8
5831, none, terralith:shield_clearing, AMBIENT, alexsmobs:fly, 10, 2, 3
5832, none, terralith:shield_clearing, AMBIENT, alexsmobs:cockroach, 10, 5, 5
5833, none, terralith:shield_clearing, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5834, none, terralith:shield_clearing, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
5835, none, terralith:shield_clearing, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
5836, none, terralith:shield_clearing, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
5837, none, terralith:shield_clearing, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
5838, none, terralith:shield_clearing, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
5839, none, terralith:shield_clearing, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
5840, none, terralith:shield_clearing, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
5841, none, terralith:shield_clearing, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
5842, none, terralith:shield_clearing, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
5843, none, terralith:shield_clearing, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
5844, none, terralith:shield_clearing, rascals, friendsandfoes:rascal, 10, 1, 1
5845, none, regions_unexplored:shrubland, MONSTER, minecraft:spider, 80, 4, 4
5846, none, regions_unexplored:shrubland, MONSTER, minecraft:zombie, 80, 4, 4
5847, none, regions_unexplored:shrubland, MONSTER, minecraft:zombie_villager, 10, 1, 1
5848, none, regions_unexplored:shrubland, MONSTER, minecraft:skeleton, 80, 4, 4
5849, none, regions_unexplored:shrubland, MONSTER, minecraft:creeper, 80, 4, 4
5850, none, regions_unexplored:shrubland, MONSTER, minecraft:slime, 80, 4, 4
5851, none, regions_unexplored:shrubland, MONSTER, minecraft:enderman, 5, 1, 4
5852, none, regions_unexplored:shrubland, MONSTER, minecraft:witch, 5, 1, 1
5853, none, regions_unexplored:shrubland, MONSTER, alexsmobs:centipede_head, 10, 1, 1
5854, none, regions_unexplored:shrubland, MONSTER, alexsmobs:farseer, 30, 1, 1
5855, none, regions_unexplored:shrubland, MONSTER, alexsmobs:murmur, 10, 1, 1
5856, none, regions_unexplored:shrubland, CREATURE, minecraft:sheep, 12, 4, 4
5857, none, regions_unexplored:shrubland, CREATURE, minecraft:pig, 10, 4, 4
5858, none, regions_unexplored:shrubland, CREATURE, minecraft:chicken, 10, 4, 4
5859, none, regions_unexplored:shrubland, CREATURE, minecraft:cow, 10, 4, 4
5860, none, regions_unexplored:shrubland, CREATURE, minecraft:horse, 10, 2, 6
5861, none, regions_unexplored:shrubland, CREATURE, minecraft:donkey, 10, 1, 3
5862, none, regions_unexplored:shrubland, CREATURE, alexsmobs:raccoon, 10, 2, 4
5863, none, regions_unexplored:shrubland, CREATURE, alexsmobs:crow, 10, 3, 5
5864, none, regions_unexplored:shrubland, CREATURE, alexsmobs:bison, 10, 6, 10
5865, none, regions_unexplored:shrubland, AMBIENT, minecraft:bat, 10, 8, 8
5866, none, regions_unexplored:shrubland, AMBIENT, alexsmobs:fly, 10, 2, 3
5867, none, regions_unexplored:shrubland, AMBIENT, alexsmobs:cockroach, 10, 5, 5
5868, none, regions_unexplored:shrubland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5869, none, regions_unexplored:shrubland, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
5870, none, regions_unexplored:shrubland, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
5871, none, regions_unexplored:shrubland, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
5872, none, regions_unexplored:shrubland, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
5873, none, regions_unexplored:shrubland, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
5874, none, regions_unexplored:shrubland, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
5875, none, regions_unexplored:shrubland, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
5876, none, regions_unexplored:shrubland, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
5877, none, regions_unexplored:shrubland, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
5878, none, regions_unexplored:shrubland, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
5879, none, regions_unexplored:shrubland, rascals, friendsandfoes:rascal, 10, 1, 1
5880, none, terralith:shrubland, MONSTER, minecraft:spider, 80, 4, 4
5881, none, terralith:shrubland, MONSTER, minecraft:zombie, 80, 4, 4
5882, none, terralith:shrubland, MONSTER, minecraft:zombie_villager, 10, 1, 1
5883, none, terralith:shrubland, MONSTER, minecraft:skeleton, 80, 4, 4
5884, none, terralith:shrubland, MONSTER, minecraft:creeper, 80, 4, 4
5885, none, terralith:shrubland, MONSTER, minecraft:slime, 80, 4, 4
5886, none, terralith:shrubland, MONSTER, minecraft:enderman, 5, 1, 4
5887, none, terralith:shrubland, MONSTER, minecraft:witch, 5, 1, 1
5888, none, terralith:shrubland, MONSTER, alexsmobs:centipede_head, 10, 1, 1
5889, none, terralith:shrubland, MONSTER, alexsmobs:farseer, 30, 1, 1
5890, none, terralith:shrubland, MONSTER, alexsmobs:murmur, 10, 1, 1
5891, none, terralith:shrubland, CREATURE, minecraft:sheep, 12, 8, 8
5892, none, terralith:shrubland, CREATURE, minecraft:pig, 10, 8, 8
5893, none, terralith:shrubland, CREATURE, minecraft:chicken, 10, 8, 8
5894, none, terralith:shrubland, CREATURE, minecraft:cow, 10, 8, 8
5895, none, terralith:shrubland, CREATURE, minecraft:horse, 10, 2, 6
5896, none, terralith:shrubland, CREATURE, minecraft:donkey, 10, 1, 3
5897, none, terralith:shrubland, CREATURE, alexsmobs:gazelle, 40, 7, 7
5898, none, terralith:shrubland, CREATURE, alexsmobs:elephant, 30, 3, 5
5899, none, terralith:shrubland, CREATURE, alexsmobs:maned_wolf, 10, 1, 1
5900, none, terralith:shrubland, CREATURE, alexsmobs:rhinoceros, 24, 3, 5
5901, none, terralith:shrubland, CREATURE, friendsandfoes:mauler, 32, 1, 1
5902, none, terralith:shrubland, AMBIENT, minecraft:bat, 10, 8, 8
5903, none, terralith:shrubland, AMBIENT, alexsmobs:fly, 10, 2, 3
5904, none, terralith:shrubland, AMBIENT, alexsmobs:cockroach, 10, 5, 5
5905, none, terralith:shrubland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5906, none, terralith:shrubland, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
5907, none, terralith:shrubland, WATER_AMBIENT, aquaculture:bayad, 10, 1, 2
5908, none, terralith:shrubland, WATER_AMBIENT, aquaculture:boulti, 10, 1, 3
5909, none, terralith:shrubland, WATER_AMBIENT, aquaculture:capitaine, 10, 1, 1
5910, none, terralith:shrubland, WATER_AMBIENT, aquaculture:synodontis, 20, 1, 6
5911, none, terralith:shrubland, rascals, friendsandfoes:rascal, 10, 1, 1
5912, forest, terralith:siberian_grove, MONSTER, minecraft:spider, 80, 4, 4
5913, forest, terralith:siberian_grove, MONSTER, minecraft:zombie, 80, 4, 4
5914, forest, terralith:siberian_grove, MONSTER, minecraft:zombie_villager, 10, 1, 1
5915, forest, terralith:siberian_grove, MONSTER, minecraft:skeleton, 80, 4, 4
5916, forest, terralith:siberian_grove, MONSTER, minecraft:slime, 80, 4, 4
5917, forest, terralith:siberian_grove, MONSTER, minecraft:enderman, 5, 1, 4
5918, forest, terralith:siberian_grove, MONSTER, minecraft:witch, 5, 1, 1
5919, forest, terralith:siberian_grove, MONSTER, alexsmobs:centipede_head, 10, 1, 1
5920, forest, terralith:siberian_grove, MONSTER, alexsmobs:farseer, 30, 1, 1
5921, forest, terralith:siberian_grove, MONSTER, alexsmobs:murmur, 10, 1, 1
5922, forest, terralith:siberian_grove, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
5923, forest, terralith:siberian_grove, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
5924, forest, terralith:siberian_grove, CREATURE, minecraft:sheep, 12, 8, 8
5925, forest, terralith:siberian_grove, CREATURE, minecraft:pig, 10, 8, 8
5926, forest, terralith:siberian_grove, CREATURE, minecraft:chicken, 10, 8, 8
5927, forest, terralith:siberian_grove, CREATURE, minecraft:cow, 10, 8, 8
5928, forest, terralith:siberian_grove, CREATURE, minecraft:wolf, 10, 4, 4
5929, forest, terralith:siberian_grove, CREATURE, minecraft:rabbit, 10, 2, 3
5930, forest, terralith:siberian_grove, CREATURE, minecraft:fox, 10, 2, 4
5931, forest, terralith:siberian_grove, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
5932, forest, terralith:siberian_grove, CREATURE, alexsmobs:raccoon, 10, 2, 4
5933, forest, terralith:siberian_grove, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
5934, forest, terralith:siberian_grove, CREATURE, alexsmobs:crow, 10, 3, 5
5935, forest, terralith:siberian_grove, CREATURE, alexsmobs:blue_jay, 16, 2, 4
5936, forest, terralith:siberian_grove, AMBIENT, minecraft:bat, 10, 8, 8
5937, forest, terralith:siberian_grove, AMBIENT, alexsmobs:fly, 10, 2, 3
5938, forest, terralith:siberian_grove, AMBIENT, alexsmobs:cockroach, 10, 5, 5
5939, forest, terralith:siberian_grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5940, forest, terralith:siberian_grove, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
5941, forest, terralith:siberian_grove, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
5942, forest, terralith:siberian_grove, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
5943, forest, terralith:siberian_grove, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
5944, forest, terralith:siberian_grove, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
5945, forest, terralith:siberian_grove, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
5946, forest, terralith:siberian_grove, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
5947, forest, terralith:siberian_grove, rascals, friendsandfoes:rascal, 10, 1, 1
5948, forest, terralith:siberian_taiga, MONSTER, minecraft:spider, 80, 4, 4
5949, forest, terralith:siberian_taiga, MONSTER, minecraft:zombie, 80, 4, 4
5950, forest, terralith:siberian_taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
5951, forest, terralith:siberian_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
5952, forest, terralith:siberian_taiga, MONSTER, minecraft:creeper, 80, 4, 4
5953, forest, terralith:siberian_taiga, MONSTER, minecraft:slime, 80, 4, 4
5954, forest, terralith:siberian_taiga, MONSTER, minecraft:enderman, 5, 1, 4
5955, forest, terralith:siberian_taiga, MONSTER, minecraft:witch, 5, 1, 1
5956, forest, terralith:siberian_taiga, MONSTER, alexsmobs:centipede_head, 10, 1, 1
5957, forest, terralith:siberian_taiga, MONSTER, alexsmobs:farseer, 30, 1, 1
5958, forest, terralith:siberian_taiga, MONSTER, alexsmobs:murmur, 10, 1, 1
5959, forest, terralith:siberian_taiga, CREATURE, minecraft:sheep, 12, 8, 8
5960, forest, terralith:siberian_taiga, CREATURE, minecraft:pig, 10, 8, 8
5961, forest, terralith:siberian_taiga, CREATURE, minecraft:chicken, 10, 8, 8
5962, forest, terralith:siberian_taiga, CREATURE, minecraft:cow, 10, 8, 8
5963, forest, terralith:siberian_taiga, CREATURE, minecraft:wolf, 10, 4, 4
5964, forest, terralith:siberian_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
5965, forest, terralith:siberian_taiga, CREATURE, minecraft:fox, 10, 2, 4
5966, forest, terralith:siberian_taiga, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
5967, forest, terralith:siberian_taiga, CREATURE, alexsmobs:raccoon, 10, 2, 4
5968, forest, terralith:siberian_taiga, CREATURE, alexsmobs:crow, 10, 3, 5
5969, forest, terralith:siberian_taiga, CREATURE, alexsmobs:blue_jay, 16, 2, 4
5970, forest, terralith:siberian_taiga, AMBIENT, minecraft:bat, 10, 8, 8
5971, forest, terralith:siberian_taiga, AMBIENT, alexsmobs:fly, 10, 2, 3
5972, forest, terralith:siberian_taiga, AMBIENT, alexsmobs:cockroach, 10, 5, 5
5973, forest, terralith:siberian_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5974, forest, terralith:siberian_taiga, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
5975, forest, terralith:siberian_taiga, rascals, friendsandfoes:rascal, 10, 1, 1
5976, forest, regions_unexplored:silver_birch_forest, MONSTER, minecraft:spider, 80, 4, 4
5977, forest, regions_unexplored:silver_birch_forest, MONSTER, minecraft:zombie, 80, 4, 4
5978, forest, regions_unexplored:silver_birch_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
5979, forest, regions_unexplored:silver_birch_forest, MONSTER, minecraft:skeleton, 80, 4, 4
5980, forest, regions_unexplored:silver_birch_forest, MONSTER, minecraft:creeper, 80, 4, 4
5981, forest, regions_unexplored:silver_birch_forest, MONSTER, minecraft:slime, 80, 4, 4
5982, forest, regions_unexplored:silver_birch_forest, MONSTER, minecraft:enderman, 5, 1, 4
5983, forest, regions_unexplored:silver_birch_forest, MONSTER, minecraft:witch, 5, 1, 1
5984, forest, regions_unexplored:silver_birch_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
5985, forest, regions_unexplored:silver_birch_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
5986, forest, regions_unexplored:silver_birch_forest, MONSTER, alexsmobs:murmur, 10, 1, 1
5987, forest, regions_unexplored:silver_birch_forest, CREATURE, minecraft:sheep, 12, 4, 4
5988, forest, regions_unexplored:silver_birch_forest, CREATURE, minecraft:pig, 10, 4, 4
5989, forest, regions_unexplored:silver_birch_forest, CREATURE, minecraft:chicken, 10, 4, 4
5990, forest, regions_unexplored:silver_birch_forest, CREATURE, minecraft:cow, 10, 4, 4
5991, forest, regions_unexplored:silver_birch_forest, CREATURE, minecraft:wolf, 10, 4, 4
5992, forest, regions_unexplored:silver_birch_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
5993, forest, regions_unexplored:silver_birch_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
5994, forest, regions_unexplored:silver_birch_forest, CREATURE, alexsmobs:crow, 10, 3, 5
5995, forest, regions_unexplored:silver_birch_forest, CREATURE, alexsmobs:blue_jay, 16, 2, 4
5996, forest, regions_unexplored:silver_birch_forest, AMBIENT, minecraft:bat, 10, 8, 8
5997, forest, regions_unexplored:silver_birch_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
5998, forest, regions_unexplored:silver_birch_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
5999, forest, regions_unexplored:silver_birch_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6000, forest, regions_unexplored:silver_birch_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
6001, forest, regions_unexplored:silver_birch_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
6002, forest, regions_unexplored:silver_birch_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
6003, forest, regions_unexplored:silver_birch_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
6004, forest, regions_unexplored:silver_birch_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
6005, forest, regions_unexplored:silver_birch_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
6006, forest, regions_unexplored:silver_birch_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
6007, forest, regions_unexplored:silver_birch_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
6008, forest, regions_unexplored:silver_birch_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
6009, forest, regions_unexplored:silver_birch_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
6010, forest, regions_unexplored:silver_birch_forest, rascals, friendsandfoes:rascal, 10, 1, 1
6011, forest, terralith:skylands, MONSTER, minecraft:spider, 80, 4, 4
6012, forest, terralith:skylands, MONSTER, minecraft:zombie, 80, 4, 4
6013, forest, terralith:skylands, MONSTER, minecraft:zombie_villager, 10, 1, 1
6014, forest, terralith:skylands, MONSTER, minecraft:skeleton, 80, 4, 4
6015, forest, terralith:skylands, MONSTER, minecraft:creeper, 80, 4, 4
6016, forest, terralith:skylands, MONSTER, minecraft:slime, 80, 4, 4
6017, forest, terralith:skylands, MONSTER, minecraft:enderman, 5, 1, 4
6018, forest, terralith:skylands, MONSTER, minecraft:witch, 5, 1, 1
6019, forest, terralith:skylands, MONSTER, minecraft:drowned, 10, 1, 1
6020, forest, terralith:skylands, MONSTER, alexsmobs:centipede_head, 10, 1, 1
6021, forest, terralith:skylands, MONSTER, alexsmobs:farseer, 30, 1, 1
6022, forest, terralith:skylands, MONSTER, alexsmobs:murmur, 10, 1, 1
6023, forest, terralith:skylands, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
6024, forest, terralith:skylands, CREATURE, alexsmobs:raccoon, 10, 2, 4
6025, forest, terralith:skylands, CREATURE, alexsmobs:crow, 10, 3, 5
6026, forest, terralith:skylands, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
6027, forest, terralith:skylands, CREATURE, alexsmobs:skunk, 10, 1, 2
6028, forest, terralith:skylands, CREATURE, alexsmobs:blue_jay, 16, 2, 4
6029, forest, terralith:skylands, AMBIENT, minecraft:bat, 10, 8, 8
6030, forest, terralith:skylands, AMBIENT, alexsmobs:fly, 10, 2, 3
6031, forest, terralith:skylands, AMBIENT, alexsmobs:cockroach, 10, 5, 5
6032, forest, terralith:skylands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6033, forest, terralith:skylands, WATER_CREATURE, minecraft:squid, 10, 1, 4
6034, forest, terralith:skylands, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
6035, forest, terralith:skylands, WATER_AMBIENT, minecraft:cod, 10, 3, 6
6036, forest, terralith:skylands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
6037, forest, terralith:skylands, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
6038, forest, terralith:skylands, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
6039, forest, terralith:skylands, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
6040, forest, terralith:skylands, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
6041, forest, terralith:skylands, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
6042, forest, terralith:skylands, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
6043, forest, terralith:skylands, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
6044, forest, terralith:skylands, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
6045, forest, terralith:skylands, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
6046, forest, terralith:skylands, rascals, friendsandfoes:rascal, 10, 1, 1
